pair_id,split,structural_family,reference_path,search_path,gt_x,gt_y,dose_search,rotation_deg,extra_scale,crosses_mat_boundary,crosses_strip_boundary,periodicity_score,uniqueness_score,num_mats,pred_x,pred_y,error_px,confidence,ambiguity_ratio,ambiguous,runtime_s,ranking_mode
dev_single_mat_002,development,dev_single_mat,data/development/dev_single_mat_002_reference.png,data/development/dev_single_mat_002_search.png,412.5,930.1,220.0,0.0,1.0,False,False,0.9090909090909092,0.0,1.0,412.0714041888714,930.0914658233525,0.4286807687406218,0.8528767228126526,0.9779430937269308,False,3.957319200009806,classical
dev_single_mat_003,development,dev_single_mat,data/development/dev_single_mat_003_reference.png,data/development/dev_single_mat_003_search.png,394.7,660.3,220.0,0.0,1.0,False,False,0.4090909090909091,0.0,1.0,109.00279575842433,900.0374613814056,372.95702554188944,0.9120750427246094,0.9984028968610804,True,4.143844599995646,classical
dev_single_mat_004,development,dev_single_mat,data/development/dev_single_mat_004_reference.png,data/development/dev_single_mat_004_search.png,910.5,911.7,220.0,0.0,1.0,False,False,0.8181818181818182,0.0,1.0,910.0251484513284,911.6967178285122,0.474862891712554,0.8661332726478577,0.9956389326354378,True,4.17038580001099,classical
dev_single_mat_005,development,dev_single_mat,data/development/dev_single_mat_005_reference.png,data/development/dev_single_mat_005_search.png,923.9,408.9,220.0,0.0,1.0,False,False,0.8181818181818182,0.0,1.0,923.9900685884058,408.9274406060576,0.0941559211002586,0.8883283734321594,0.9858879791879548,False,3.8430331999988994,classical
dev_single_mat_006,development,dev_single_mat,data/development/dev_single_mat_006_reference.png,data/development/dev_single_mat_006_search.png,400.0,149.4,220.0,0.0,1.0,False,False,0.8181818181818182,0.0,1.0,409.94634469226,155.91690764576197,11.89116722616581,0.8616392016410828,0.9968724203884268,True,3.831629799999064,classical
dev_single_mat_007,development,dev_single_mat,data/development/dev_single_mat_007_reference.png,data/development/dev_single_mat_007_search.png,97.3,167.9,220.0,0.0,1.0,False,False,0.0,0.0,1.0,97.62383311986925,167.89019002765417,0.3239816739904718,0.9565715193748474,0.9980726053046224,True,4.022814299998572,classical
dev_dense_periodic_000,development,dev_dense_periodic,data/development/dev_dense_periodic_000_reference.png,data/development/dev_dense_periodic_000_search.png,621.3,618.7,220.0,0.0,1.0,False,False,1.0,0.0,1.0,621.091086871922,618.6785119175911,0.2100153155579919,0.7560049295425415,0.9616161205229596,False,4.86521879999782,classical
dev_dense_periodic_001,development,dev_dense_periodic,data/development/dev_dense_periodic_001_reference.png,data/development/dev_dense_periodic_001_search.png,430.4,655.0,220.0,0.0,1.0,False,False,1.0,0.0,1.0,430.1675866544247,654.9723688997328,0.2340500820411796,0.7883861064910889,0.9807958373390516,False,5.562128299992764,classical
dev_dense_periodic_002,development,dev_dense_periodic,data/development/dev_dense_periodic_002_reference.png,data/development/dev_dense_periodic_002_search.png,650.0,125.7,220.0,0.0,1.0,False,False,1.0,0.0,1.0,643.0821187719703,120.9319067299366,8.40189229383179,0.7938746809959412,0.996591112235319,True,5.156713299991679,classical
dev_dense_periodic_003,development,dev_dense_periodic,data/development/dev_dense_periodic_003_reference.png,data/development/dev_dense_periodic_003_search.png,632.7,624.4,220.0,0.0,1.0,False,False,1.0,0.0,1.0,618.0056980103254,624.4548867940903,14.694404497083942,0.7181184887886047,0.9958639707789548,True,5.208611800000654,classical
dev_dense_periodic_004,development,dev_dense_periodic,data/development/dev_dense_periodic_004_reference.png,data/development/dev_dense_periodic_004_search.png,122.9,602.4,220.0,0.0,1.0,False,False,1.0,0.0,1.0,598.0085335951298,721.9751364309341,489.9248227507881,0.7902892231941223,0.9909217637453256,True,5.429702000008547,classical
dev_dense_periodic_005,development,dev_dense_periodic,data/development/dev_dense_periodic_005_reference.png,data/development/dev_dense_periodic_005_search.png,695.1,343.5,220.0,0.0,1.0,False,False,1.0,0.0,1.0,176.93684840202332,376.898451834917,519.2383925124539,0.7402713298797607,0.9949818401293689,True,4.77183420000074,classical
dev_dense_periodic_006,development,dev_dense_periodic,data/development/dev_dense_periodic_006_reference.png,data/development/dev_dense_periodic_006_search.png,94.8,680.4,220.0,0.0,1.0,False,False,1.0,0.0,1.0,101.9380080997944,685.1035107895732,8.548343312031985,0.7744607925415039,0.9958396237567436,True,4.332964300003368,classical
dev_dense_periodic_007,development,dev_dense_periodic,data/development/dev_dense_periodic_007_reference.png,data/development/dev_dense_periodic_007_search.png,427.6,132.2,220.0,0.0,1.0,False,False,1.0,0.0,1.0,427.8930415660143,132.18736113607883,0.2933139960747041,0.7592884302139282,0.9866106915076256,False,4.147231199996895,classical
val_mat_boundary_000,validation,val_mat_boundary,data/validation/val_mat_boundary_000_reference.png,data/validation/val_mat_boundary_000_search.png,765.4,472.8,220.0,0.0,1.0,True,True,0.7727272727272727,0.95,2.0,765.4463695287704,472.8070995509625,0.0469098797937453,0.8776043057441711,0.9263366000946632,False,4.337636700001895,classical
val_mat_boundary_001,validation,val_mat_boundary,data/validation/val_mat_boundary_001_reference.png,data/validation/val_mat_boundary_001_search.png,769.2,797.1,220.0,0.0,1.0,True,True,0.6931818181818182,1.0,4.0,768.9111153632402,797.0790814831853,0.2896410152267316,0.8625426292419434,0.6504922512954127,False,4.424612800008617,classical
val_mat_boundary_002,validation,val_mat_boundary,data/validation/val_mat_boundary_002_reference.png,data/validation/val_mat_boundary_002_search.png,537.4,936.2,220.0,0.0,1.0,True,True,0.2045454545454545,0.95,2.0,536.8551635295153,936.1830039918424,0.545101498680325,0.9239402413368224,0.9714071444399752,False,4.439611499998136,classical
val_mat_boundary_003,validation,val_mat_boundary,data/validation/val_mat_boundary_003_reference.png,data/validation/val_mat_boundary_003_search.png,284.0,765.4,220.0,0.0,1.0,True,True,0.7159090909090909,1.0,4.0,283.6860258281231,765.4175680875778,0.3144652895105158,0.8652093410491943,0.9214260539753776,False,4.274327400009497,classical
val_mat_boundary_004,validation,val_mat_boundary,data/validation/val_mat_boundary_004_reference.png,data/validation/val_mat_boundary_004_search.png,239.7,925.5,220.0,0.0,1.0,True,True,0.7727272727272727,0.95,2.0,239.2828105688095,925.5265680253506,0.4180345457830779,0.867419958114624,0.9767532116640458,False,4.3430783999938285,classical
val_mat_boundary_005,validation,val_mat_boundary,data/validation/val_mat_boundary_005_reference.png,data/validation/val_mat_boundary_005_search.png,798.2,318.0,220.0,0.0,1.0,True,True,0.8181818181818182,0.95,2.0,798.3432366251945,317.99289259081706,0.1434128518034716,0.8445878028869629,0.92500567402634,False,4.115567900007591,classical
val_mat_boundary_006,validation,val_mat_boundary,data/validation/val_mat_boundary_006_reference.png,data/validation/val_mat_boundary_006_search.png,340.9,799.5,220.0,0.0,1.0,True,True,0.9545454545454546,0.95,2.0,340.6946925520897,799.4685961008072,0.2076953370972661,0.7670229077339172,0.969177392656756,False,4.511870400005137,classical
val_mat_boundary_007,validation,val_mat_boundary,data/validation/val_mat_boundary_007_reference.png,data/validation/val_mat_boundary_007_search.png,72.3,500.8,220.0,0.0,1.0,True,True,0.7045454545454546,0.95,2.0,72.34212553501129,500.8974190801382,0.1061368827267876,0.8710812926292419,0.9864209204684804,False,4.535633299994515,classical
val_mat_boundary_008,validation,val_mat_boundary,data/validation/val_mat_boundary_008_reference.png,data/validation/val_mat_boundary_008_search.png,640.7,247.2,220.0,0.0,1.0,True,True,0.0,0.95,2.0,640.9354872554541,247.1943375468254,0.2355553244085563,0.9369804263114928,0.9903963906184527,True,4.371354499991867,classical
val_mat_boundary_009,validation,val_mat_boundary,data/validation/val_mat_boundary_009_reference.png,data/validation/val_mat_boundary_009_search.png,131.4,246.2,220.0,0.0,1.0,True,True,0.0,0.95,2.0,131.6519739627838,246.18550232052803,0.2523906904603404,0.9308722019195556,0.9906695359368664,True,4.936270600010175,classical
val_same_preset_boundary_000,validation,val_same_preset_boundary,data/validation/val_same_preset_boundary_000_reference.png,data/validation/val_same_preset_boundary_000_search.png,517.3,466.9,220.0,0.0,1.0,True,True,0.8181818181818182,0.95,2.0,517.3855232298374,466.9153891354799,0.0868967682520574,0.8598624467849731,0.9624043868272626,False,5.202659200003836,classical
val_same_preset_boundary_001,validation,val_same_preset_boundary,data/validation/val_same_preset_boundary_001_reference.png,data/validation/val_same_preset_boundary_001_search.png,543.8,211.6,220.0,0.0,1.0,True,True,0.0,0.95,2.0,544.1378019452095,211.5954192280769,0.3378330026192911,0.920409083366394,0.9485523221167962,False,4.31811480000033,classical
val_same_preset_boundary_002,validation,val_same_preset_boundary,data/validation/val_same_preset_boundary_002_reference.png,data/validation/val_same_preset_boundary_002_search.png,171.6,246.5,220.0,0.0,1.0,True,True,0.0,0.95,2.0,171.8788380548358,246.4855790734291,0.2792107160332082,0.9176844358444214,0.9905856578802936,True,4.266376700004912,classical
val_same_preset_boundary_003,validation,val_same_preset_boundary,data/validation/val_same_preset_boundary_003_reference.png,data/validation/val_same_preset_boundary_003_search.png,804.7,850.3,220.0,0.0,1.0,True,True,0.4090909090909091,0.95,2.0,804.3395630121231,850.3091148138046,0.3605522182160213,0.9318759441375732,0.9108910903754852,False,4.306217100005597,classical
val_same_preset_boundary_004,validation,val_same_preset_boundary,data/validation/val_same_preset_boundary_004_reference.png,data/validation/val_same_preset_boundary_004_search.png,289.0,722.5,220.0,0.0,1.0,True,True,1.0,0.95,2.0,288.7923677712679,703.0579930730164,19.44311560659161,0.7931227087974548,0.942823414703506,False,3.811515900000813,classical
val_same_preset_boundary_005,validation,val_same_preset_boundary,data/validation/val_same_preset_boundary_005_reference.png,data/validation/val_same_preset_boundary_005_search.png,542.8,750.4,220.0,0.0,1.0,True,True,0.0,0.95,2.0,542.574348449707,750.4070969223976,0.2257631246619291,0.915466845035553,0.9808355825596548,False,4.013456699991366,classical
val_same_preset_boundary_006,validation,val_same_preset_boundary,data/validation/val_same_preset_boundary_006_reference.png,data/validation/val_same_preset_boundary_006_search.png,508.9,710.3,220.0,0.0,1.0,True,True,0.8181818181818182,0.95,2.0,508.75172989070415,710.3005981743336,0.1482713159148743,0.8790298104286194,0.988519341322526,False,4.011420700000599,classical
val_same_preset_boundary_007,validation,val_same_preset_boundary,data/validation/val_same_preset_boundary_007_reference.png,data/validation/val_same_preset_boundary_007_search.png,909.3,781.7,220.0,0.0,1.0,True,True,0.9090909090909092,0.95,2.0,909.0301124695688,781.7226551473141,0.2708367308583187,0.8294028043746948,0.983762208885762,False,3.9668685999931768,classical
val_same_preset_boundary_008,validation,val_same_preset_boundary,data/validation/val_same_preset_boundary_008_reference.png,data/validation/val_same_preset_boundary_008_search.png,646.0,904.3,220.0,0.0,1.0,False,False,0.0,0.0,1.0,686.1055336967111,904.312467366457,40.10553563453869,0.918015480041504,0.9993581246383526,True,3.895202700005029,classical
val_same_preset_boundary_009,validation,val_same_preset_boundary,data/validation/val_same_preset_boundary_009_reference.png,data/validation/val_same_preset_boundary_009_search.png,859.7,256.9,220.0,0.0,1.0,True,True,0.0,0.95,2.0,859.9435763843358,256.9252961874008,0.2448864065297957,0.9274718761444092,0.9810824223239564,False,3.9949197999958415,classical
val_multi_mat_000,validation,val_multi_mat,data/validation/val_multi_mat_000_reference.png,data/validation/val_multi_mat_000_search.png,258.8,787.2,220.0,0.0,1.0,True,True,0.6363636363636364,1.0,4.0,258.43641206622124,787.18230676651,0.3640181810031626,0.8689233660697937,0.6935572946159363,False,3.8830472999979975,classical
val_multi_mat_001,validation,val_multi_mat,data/validation/val_multi_mat_001_reference.png,data/validation/val_multi_mat_001_search.png,511.3,771.1,220.0,0.0,1.0,True,True,0.8181818181818182,1.0,4.0,510.9919661860913,771.0822259858251,0.3085461814559305,0.9105003476142884,0.6908936379250626,False,3.904712399991695,classical
val_multi_mat_002,validation,val_multi_mat,data/validation/val_multi_mat_002_reference.png,data/validation/val_multi_mat_002_search.png,262.9,539.5,220.0,0.0,1.0,True,True,0.9090909090909092,1.0,4.0,262.7590437680483,539.4945480823517,0.1410616274259689,0.810930609703064,0.7240725172026669,False,3.626320100011071,classical
val_multi_mat_003,validation,val_multi_mat,data/validation/val_multi_mat_003_reference.png,data/validation/val_multi_mat_003_search.png,798.6,230.9,220.0,0.0,1.0,True,True,0.9090909090909092,1.0,4.0,798.8921339735389,230.92211082577705,0.2929695327370103,0.8373834490776062,0.714410878582284,False,3.5611951000028057,classical
val_multi_mat_004,validation,val_multi_mat,data/validation/val_multi_mat_004_reference.png,data/validation/val_multi_mat_004_search.png,521.6,792.0,220.0,0.0,1.0,True,True,0.8409090909090909,1.0,4.0,521.3011655509472,792.0173643063754,0.2993385158588996,0.8515399098396301,0.6468601163800517,False,3.498840999993263,classical
val_multi_mat_005,validation,val_multi_mat,data/validation/val_multi_mat_005_reference.png,data/validation/val_multi_mat_005_search.png,818.6,818.4,220.0,0.0,1.0,True,True,0.4545454545454545,1.0,4.0,818.2894050180912,818.3666824698448,0.312376856701294,0.9006566405296326,0.9389570610815212,False,3.4927331999933813,classical
val_multi_mat_006,validation,val_multi_mat,data/validation/val_multi_mat_006_reference.png,data/validation/val_multi_mat_006_search.png,278.0,554.7,220.0,0.0,1.0,True,True,0.4659090909090909,1.0,4.0,278.0570050664246,554.7211974561214,0.0608186627943482,0.9055368900299072,0.7946682904623026,False,3.29447780000919,classical
val_multi_mat_007,validation,val_multi_mat,data/validation/val_multi_mat_007_reference.png,data/validation/val_multi_mat_007_search.png,531.1,520.9,220.0,0.0,1.0,True,True,0.6818181818181818,1.0,4.0,531.068295031786,520.8979429528117,0.0317716296810399,0.8822517395019531,0.632143355154209,False,3.302857500006212,classical
val_multi_mat_008,validation,val_multi_mat,data/validation/val_multi_mat_008_reference.png,data/validation/val_multi_mat_008_search.png,513.5,547.1,220.0,0.0,1.0,True,True,0.6818181818181818,1.0,4.0,513.5173171460629,547.0673516765237,0.0369566850999608,0.8811182379722595,0.7928146603150126,False,3.292967100001988,classical
val_multi_mat_009,validation,val_multi_mat,data/validation/val_multi_mat_009_reference.png,data/validation/val_multi_mat_009_search.png,523.5,538.4,220.0,0.0,1.0,True,True,0.5454545454545454,1.0,4.0,523.3769384324551,538.3876562714577,0.1236790889396556,0.8501591086387634,0.7182304126891226,False,3.315325200004736,classical
val_linewidth_bias_000,validation,val_linewidth_bias,data/validation/val_linewidth_bias_000_reference.png,data/validation/val_linewidth_bias_000_search.png,153.6,218.9,220.0,0.0,1.0,False,True,0.8181818181818182,0.6,1.0,153.94083619862795,218.8905376791954,0.3409675201689504,0.9060109853744508,0.9932410073404928,True,3.3117023999948287,classical
val_linewidth_bias_001,validation,val_linewidth_bias,data/validation/val_linewidth_bias_001_reference.png,data/validation/val_linewidth_bias_001_search.png,877.1,773.7,220.0,0.0,1.0,True,True,0.8636363636363636,0.95,2.0,876.8270094692707,773.7407174110413,0.2760103936988118,0.8515812158584595,0.9826871144878178,False,3.313467200001469,classical
val_linewidth_bias_002,validation,val_linewidth_bias,data/validation/val_linewidth_bias_002_reference.png,data/validation/val_linewidth_bias_002_search.png,262.0,323.9,220.0,0.0,1.0,True,True,0.6590909090909091,0.95,2.0,262.23196253180504,323.9068586677313,0.2320639081900758,0.8837425708770752,0.9687424207883863,False,3.326989900000626,classical
val_linewidth_bias_003,validation,val_linewidth_bias,data/validation/val_linewidth_bias_003_reference.png,data/validation/val_linewidth_bias_003_search.png,675.8,742.8,220.0,0.0,1.0,False,True,0.6363636363636364,0.6,1.0,675.642324924469,742.8302074819803,0.1605425844169963,0.9151094555854796,0.995554155611002,True,3.3162303999997675,classical
val_linewidth_bias_004,validation,val_linewidth_bias,data/validation/val_linewidth_bias_004_reference.png,data/validation/val_linewidth_bias_004_search.png,280.0,492.4,220.0,0.0,1.0,True,True,0.4848484848484849,1.0,4.0,280.002080131555,492.4081623256207,0.0084232123815037,0.9082927107810974,0.9407349338585252,False,3.3620888000004925,classical
val_linewidth_bias_005,validation,val_linewidth_bias,data/validation/val_linewidth_bias_005_reference.png,data/validation/val_linewidth_bias_005_search.png,805.2,823.8,220.0,0.0,1.0,True,True,0.9090909090909092,1.0,4.0,804.8655451983213,823.8081695139408,0.3345545625514176,0.8707119226455688,0.7660273510859233,False,3.32064829999581,classical
val_linewidth_bias_006,validation,val_linewidth_bias,data/validation/val_linewidth_bias_006_reference.png,data/validation/val_linewidth_bias_006_search.png,93.6,549.8,220.0,0.0,1.0,True,True,0.7045454545454546,0.95,2.0,93.48613423109056,549.8351873606443,0.1191787048027375,0.9332959055900574,0.99459743122205,True,3.361238500001491,classical
val_linewidth_bias_007,validation,val_linewidth_bias,data/validation/val_linewidth_bias_007_reference.png,data/validation/val_linewidth_bias_007_search.png,690.9,696.3,220.0,0.0,1.0,False,False,0.4090909090909091,0.0,1.0,630.9656538255513,696.2926006913185,59.93434663119656,0.935505986213684,0.9980793473871542,True,3.3472955000033835,classical
val_linewidth_bias_008,validation,val_linewidth_bias,data/validation/val_linewidth_bias_008_reference.png,data/validation/val_linewidth_bias_008_search.png,357.4,804.2,220.0,0.0,1.0,True,True,0.6590909090909091,0.95,2.0,357.11778516322374,804.157299682498,0.2854269279717904,0.8835918307304382,0.9606210408095244,False,3.3444526999956,classical
val_linewidth_bias_009,validation,val_linewidth_bias,data/validation/val_linewidth_bias_009_reference.png,data/validation/val_linewidth_bias_009_search.png,240.5,480.0,220.0,0.0,1.0,True,True,0.3181818181818182,0.95,2.0,240.55231881141663,480.008804179728,0.0530544211987271,0.930594563484192,0.8061178831247671,False,3.353248800005531,classical
ho_heavy_noise_000,held_out,ho_heavy_noise,data/held_out/ho_heavy_noise_000_reference.png,data/held_out/ho_heavy_noise_000_search.png,530.5,308.1,40.0,0.0,1.0,True,True,0.7727272727272727,0.95,2.0,530.572087854147,308.08205572515726,0.0742876552002119,0.7874543070793152,0.8713136361919512,False,3.3405456000036797,classical
ho_heavy_noise_001,held_out,ho_heavy_noise,data/held_out/ho_heavy_noise_001_reference.png,data/held_out/ho_heavy_noise_001_search.png,763.9,798.3,40.0,0.0,1.0,True,True,0.3484848484848485,1.0,4.0,763.5658094286919,798.2705151438713,0.3354887400378292,0.8235354423522949,0.9671710877151536,False,3.345669500005897,classical
ho_heavy_noise_002,held_out,ho_heavy_noise,data/held_out/ho_heavy_noise_002_reference.png,data/held_out/ho_heavy_noise_002_search.png,223.5,724.5,40.0,0.0,1.0,True,True,0.8636363636363636,0.95,2.0,223.1943238377571,724.4658999145031,0.3075723199418915,0.7250720858573914,0.9774178398777248,False,3.352237500002957,classical
ho_heavy_noise_003,held_out,ho_heavy_noise,data/held_out/ho_heavy_noise_003_reference.png,data/held_out/ho_heavy_noise_003_search.png,598.0,433.1,40.0,0.0,1.0,False,False,0.9090909090909092,0.0,1.0,598.120748475194,377.1122979596257,55.98783224912351,0.6916712522506714,0.9900777451979512,True,3.347721400001319,classical
ho_heavy_noise_004,held_out,ho_heavy_noise,data/held_out/ho_heavy_noise_004_reference.png,data/held_out/ho_heavy_noise_004_search.png,433.5,526.9,40.0,0.0,1.0,True,True,0.7272727272727273,0.95,2.0,433.4208299219608,526.9196455404162,0.0815711254977838,0.7979953289031982,0.9954659870601892,True,3.324411500012502,classical
ho_heavy_noise_005,held_out,ho_heavy_noise,data/held_out/ho_heavy_noise_005_reference.png,data/held_out/ho_heavy_noise_005_search.png,750.5,442.7,40.0,0.0,1.0,False,True,0.0,0.6,1.0,750.5399312376976,442.69912961125374,0.0399407225852504,0.8490268588066101,0.9949087730277084,True,3.3589341000042623,classical
ho_heavy_noise_006,held_out,ho_heavy_noise,data/held_out/ho_heavy_noise_006_reference.png,data/held_out/ho_heavy_noise_006_search.png,917.1,175.0,40.0,0.0,1.0,False,False,0.4090909090909091,0.0,1.0,917.462164580822,175.00510402675718,0.362200544852006,0.820422887802124,0.9935257677552808,True,3.3115800999948988,classical
ho_heavy_noise_007,held_out,ho_heavy_noise,data/held_out/ho_heavy_noise_007_reference.png,data/held_out/ho_heavy_noise_007_search.png,223.7,945.2,40.0,0.0,1.0,True,True,0.9090909090909092,0.95,2.0,223.28107213974,945.2036793082952,0.4189440170375416,0.7611918449401855,0.9796096997184176,False,3.3175845999940066,classical
ho_heavy_noise_008,held_out,ho_heavy_noise,data/held_out/ho_heavy_noise_008_reference.png,data/held_out/ho_heavy_noise_008_search.png,52.6,146.2,40.0,0.0,1.0,False,False,0.6363636363636364,0.0,1.0,52.86764426529408,146.18800382316113,0.2679129728168342,0.8012744188308716,0.9975195553067384,True,3.291453999991063,classical
ho_heavy_noise_009,held_out,ho_heavy_noise,data/held_out/ho_heavy_noise_009_reference.png,data/held_out/ho_heavy_noise_009_search.png,948.4,86.0,40.0,0.0,1.0,False,False,0.9090909090909092,0.0,1.0,931.954412650317,85.98562637809664,16.445593631032626,0.6914536952972412,0.9873832265521262,False,3.30125190000399,classical
ho_rotation_drift_000,held_out,ho_rotation_drift,data/held_out/ho_rotation_drift_000_reference.png,data/held_out/ho_rotation_drift_000_search.png,553.0450416722025,196.7208817706133,220.0,-3.5807736926159093,1.0,True,True,0.6136363636363636,0.95,2.0,553.4241421222687,196.7874748557806,0.3849049106370011,0.8935835957527161,0.9392579765866044,False,3.322935799995321,classical
ho_rotation_drift_001,held_out,ho_rotation_drift,data/held_out/ho_rotation_drift_001_reference.png,data/held_out/ho_rotation_drift_001_search.png,411.6197712762038,147.69275458666837,220.0,-1.7175467001811686,1.0,False,False,0.4090909090909091,0.0,1.0,411.95852852612734,147.6849375963211,0.3388474283713287,0.9076563119888306,0.9981738837266694,True,3.292570899997372,classical
ho_rotation_drift_002,held_out,ho_rotation_drift,data/held_out/ho_rotation_drift_002_reference.png,data/held_out/ho_rotation_drift_002_search.png,129.8991353206263,435.36719127579295,220.0,-2.6580209309367184,1.0,False,False,0.8181818181818182,0.0,1.0,53.158455818891525,431.8193010389805,76.82264910506827,0.8612800240516663,0.9943468046553464,True,3.3474041000008583,classical
ho_rotation_drift_003,held_out,ho_rotation_drift,data/held_out/ho_rotation_drift_003_reference.png,data/held_out/ho_rotation_drift_003_search.png,880.5433740084538,710.3642329348362,220.0,-3.476687577431873,1.0,False,False,0.6363636363636364,0.0,1.0,930.02548860386,681.1270498484373,57.47427719998338,0.8959487080574036,0.998348803597772,True,3.440551099993172,classical
ho_rotation_drift_004,held_out,ho_rotation_drift,data/held_out/ho_rotation_drift_004_reference.png,data/held_out/ho_rotation_drift_004_search.png,909.068363020608,133.0270386313998,220.0,3.5153572036722025,1.0,False,False,1.0,0.0,1.0,442.9775973185897,171.0013553564204,467.6351682705502,0.7012197971343994,0.9765125059118456,False,3.618961100000888,classical
ho_rotation_drift_005,held_out,ho_rotation_drift,data/held_out/ho_rotation_drift_005_reference.png,data/held_out/ho_rotation_drift_005_search.png,633.4371169778791,690.3867007241626,220.0,2.032747135796127,1.0,False,False,0.6363636363636364,0.0,1.0,728.9583924934268,686.9755812883377,95.58216262421894,0.8969916105270386,0.9944869507134748,True,3.585249900002964,classical
ho_rotation_drift_006,held_out,ho_rotation_drift,data/held_out/ho_rotation_drift_006_reference.png,data/held_out/ho_rotation_drift_006_search.png,739.9014573862669,848.6437447365795,220.0,3.700413963089825,1.0,False,False,0.4090909090909091,0.0,1.0,709.1921967715025,850.6228381991386,30.77296700740869,0.901130735874176,0.9971018221757302,True,3.599612599995453,classical
ho_rotation_drift_007,held_out,ho_rotation_drift,data/held_out/ho_rotation_drift_007_reference.png,data/held_out/ho_rotation_drift_007_search.png,632.2454247452199,115.71587642220194,220.0,2.442163496807868,1.0,False,False,0.6363636363636364,0.0,1.0,900.1136431619525,922.9821330811828,850.5481712272139,0.8869300484657288,0.9962243830180704,True,3.62013609999849,classical
ho_rotation_drift_008,held_out,ho_rotation_drift,data/held_out/ho_rotation_drift_008_reference.png,data/held_out/ho_rotation_drift_008_search.png,589.5662759165854,138.74478243430983,220.0,2.879329122171708,1.0,False,False,0.0,0.0,1.0,589.9171827808022,138.7110025882721,0.3525290134908865,0.9287614226341248,0.9881736212692684,False,3.601270300001488,classical
ho_rotation_drift_009,held_out,ho_rotation_drift,data/held_out/ho_rotation_drift_009_reference.png,data/held_out/ho_rotation_drift_009_search.png,335.8800396245539,491.7830293683148,220.0,3.843610507565586,1.0,False,True,0.4090909090909091,0.6,1.0,335.7696207165718,491.78427854180336,0.1104259737306382,0.9194239974021912,0.9908576614831082,True,3.6029865000018617,classical
